latency,energy,avg energy edge (J),avg latency edge (ms),avg latency cloud (ms),avg latency transfer (ms),avg energy cloud (J),avg energy cloud gpu (J),utilization cloud cpu (%),utilization cloud gpu (%),utilization edge cpu (%),tensor size (KB),cpu-freq,layer,edge-accelerator,server-accelerator
166.939434544,92.17095740588371,0.5209253624266862,59.152217283,97.393378,10.393839260999997,91.65003204345703,6.598299980163574,1.7999999523162842,10.982999801635742,38.4,591.021484375,800.0,3.0,off,True
3994.42845982,83.79284105053829,18.771631333741414,3912.658717855,70.214464,11.555277965000315,65.02120971679688,4.131680965423584,1.7000000476837158,0.0,25.1,591.021484375,1800.0,17.0,off,False
1829.280571504,193.18612812148697,6.4758467494166485,1629.680347971,189.071902,10.528321532999968,186.7102813720703,11.108304977416992,23.399999618530273,0.0,25.4,591.021484375,1000.0,7.0,off,False
272.245064876,226.21843734952373,0.8886644003049732,34.39238906800001,226.602147,11.250528808000013,225.32977294921875,13.319774627685547,25.600000381469727,0.0,37.8,591.021484375,1600.0,4.0,off,False
1292.2534293180001,191.1984963149178,5.2952522963631035,1092.820012689,188.57427,10.859146629000236,185.9032440185547,11.096060752868652,22.899999618530273,0.0,25.4,591.021484375,1600.0,7.0,off,False
2500.8554995110003,87.85017986499534,9.81314678394065,2405.7000144169997,84.29201,10.863475094000592,78.03703308105469,5.376461982727051,1.7000000476837158,6.940000057220459,25.2,591.021484375,1400.0,10.0,off,True
296.795386191,225.5500181480484,0.8932035728530765,59.381289171,225.632442,11.781655019999988,224.6568145751953,13.275321960449219,26.399999618530273,0.0,38.3,591.021484375,800.0,3.0,off,False
2716.7186831490003,93.41824523976652,8.323282166036046,2611.7943990500003,93.405347,11.518937099000027,85.09496307373047,6.140552043914795,1.7000000476837158,8.831999778747559,25.4,591.021484375,600.0,7.0,off,True
1562.856804427,89.00860437815905,6.565512031967641,1461.119974254,91.209883,10.526947173000039,82.4430923461914,5.948307991027832,1.7999999523162842,8.1899995803833,25.3,591.021484375,1600.0,8.0,off,True
2848.7223906659997,180.45855818916007,9.68051253486321,2655.16412008,177.60282,15.9554505859997,170.77804565429688,10.451242446899414,22.200000762939453,0.0,25.3,591.021484375,800.0,8.0,off,False
933.593841604,88.30891597481514,3.6085070392682557,829.426328969,93.079216,11.088296634999978,84.70040893554688,6.200723171234131,1.7999999523162842,9.746000289916992,25.6,591.021484375,1400.0,6.0,off,True
274.992977676,217.68997533406505,0.8576541670728564,41.904650313,222.548526,10.53980136300001,216.8323211669922,13.095952987670898,24.899999618530273,0.0,38.6,588.0244140625,1200.0,1.0,off,False
3300.059796932,85.59876262294803,12.433967701073026,3208.597442673,81.015896,10.446458259000224,73.164794921875,5.1424407958984375,1.7000000476837158,6.11299991607666,25.2,591.021484375,1200.0,11.0,off,True
4406.499650354999,82.498876923323,18.804296845198,4324.591281193,70.961745,10.946624161998969,63.694580078125,4.211381912231445,1.7999999523162842,0.0,25.1,591.021484375,1600.0,16.0,off,False
4371.71042536,81.346028856218,18.685021928727767,4291.632384538,69.308616,10.76942482199982,62.661006927490234,4.112739086151123,1.7000000476837158,0.0,25.1,591.021484375,1600.0,16.0,off,True
1111.6121606329998,88.09706185307887,5.1187369629421475,1008.251235251,90.819719,12.541206381999771,82.97832489013672,6.0167951583862305,1.7999999523162842,9.17199993133545,25.4,591.021484375,1800.0,7.0,off,True
4253.387729426,122.21728379780774,16.016996932573356,4098.851753727,114.051364,40.48461169900011,106.20028686523438,6.711802005767822,12.800000190734863,0.0,25.2,591.021484375,1200.0,13.0,off,False
3553.006728771,91.72197724730782,10.901580823967981,3451.903706799,88.814814,12.28820797200008,80.82039642333984,5.806856155395508,1.7000000476837158,8.418999671936035,25.3,591.021484375,600.0,8.0,off,True
273.33909776499996,223.7494828675523,0.9343888734116792,32.350837059999996,229.136427,11.851833704999962,222.81509399414062,13.484830856323242,26.600000381469727,0.0,37.8,591.021484375,1800.0,3.0,off,False
3844.5548378639996,87.95528220522345,13.817594522117984,3751.961093382,82.144093,10.449651481999695,74.13768768310547,5.201605796813965,1.7000000476837158,6.085000038146973,25.2,591.021484375,1000.0,11.0,off,True
2198.4452878909997,166.86960742408152,8.553719972909642,2022.833735853,164.860791,10.750761037999666,158.31588745117188,9.728706359863281,20.399999618530273,0.0,25.3,591.021484375,1400.0,9.0,off,False
9411.180868426001,93.85153716692959,28.9543966639999,9327.625865527001,72.012041,11.542961899000105,64.89714050292969,4.303080081939697,1.7000000476837158,1.3359999656677246,25.2,591.021484375,600.0,15.0,off,True
6156.255401155,153.33217149753997,18.79680162449309,5974.718563335,138.257201,43.279636820000064,134.53536987304688,8.125740051269531,17.600000381469727,0.0,25.2,591.021484375,600.0,11.0,off,False
461.04677963800003,90.9128231683766,2.003323046306288,354.43219556699995,95.575167,11.039417071000088,88.90950012207031,6.389102935791016,1.7000000476837158,10.345000267028809,26.2,591.021484375,1800.0,5.0,off,True
843.707765156,90.40967131726688,3.494945059942663,739.789903142,92.986043,10.931819014000098,86.91472625732422,6.172554969787598,1.7000000476837158,9.793000221252441,25.6,591.021484375,1600.0,6.0,off,True
1753.666524898,88.97562317651021,8.149947212154746,1656.051447289,86.791649,10.823428609000075,80.82567596435547,5.605246067047119,1.7000000476837158,7.695000171661377,25.3,591.021484375,1800.0,9.0,off,True
2059.015793943,85.85396392839355,9.601644592456054,1966.035113041,82.006292,10.974388902000129,76.2523193359375,5.256591796875,1.7000000476837158,7.068999767303467,25.3,591.021484375,1800.0,10.0,off,True
1433.697158105,87.67749512754992,6.626973276963985,1336.0828032030001,86.624471,10.989883901999832,81.05052185058594,5.665469169616699,1.7999999523162842,8.647000312805176,25.3,591.021484375,800.0,8.0,off,True
271.952530028,228.7017836149219,0.9384932096484779,32.232583618999996,228.206275,11.513671409000011,227.76329040527344,13.427918434143066,26.100000381469727,0.0,38.2,591.021484375,1800.0,4.0,off,False
