layer,img,client,server,network,total
4,66,403.36438,279.2848,21.623188,704.272368
4,67,402.982235,340.6439,22.18868,765.814815
4,68,402.727053,298.9411,21.331835,722.999988
4,69,402.961699,280.2903,26.38153,709.633529
4,70,402.669851,316.1932,21.307706,740.170757
4,71,402.502834,293.3776,23.253487,719.133921
4,72,449.710668,290.8243,21.38593,761.920898
4,73,402.275151,285.8912,22.138078,710.304429
4,74,402.441038,280.9769,25.806354,709.224292
4,75,402.27254,283.8297,21.290629,707.392869
4,76,403.894929,294.3813,32.827074,731.103303
4,77,403.581915,297.1497,21.078146,721.809761
4,78,403.255177,278.6331,23.655224,705.543501
4,79,443.885789,352.4079,22.077566,818.371255
4,80,403.13753,297.1875,23.571114,723.896144
4,81,402.772572,329.8247,21.041832,753.639104
4,82,403.201715,280.3534,31.759924,715.315039
4,83,403.120826,297.6601,21.384311,722.165237
4,84,402.163968,281.4825,21.648111,705.294579
4,85,402.634666,283.0231,24.14265,709.800416
4,86,450.308624,284.8272,23.451297,758.587121
4,87,402.552092,292.7901,23.320141,718.662333
4,88,402.766961,311.276,21.092779,735.13574
4,89,402.806997,307.4224,34.829544,745.058941
4,90,403.143381,288.9557,32.973086,725.072167
4,91,403.01218,283.2763,24.142243,710.430723
4,92,402.919255,288.6273,24.411125,715.95768
4,93,436.469892,277.8561,21.605941,735.931933
4,94,403.342769,290.7129,21.396683,715.452352
4,95,402.659702,284.7187,21.752281,709.130683
4,96,402.972532,300.2361,36.391,739.599632
4,97,404.184703,290.028,23.881748,718.094451
4,98,402.953569,281.1946,22.643207,706.791376
4,99,402.109541,282.0274,24.473784,708.610725
5,0,654.881725,628.7146,29.225035,1312.82136
5,1,618.117865,257.7468,23.59091,899.455575
5,2,618.792209,242.5567,23.330075,884.678984
5,3,618.211346,257.6967,20.990874,896.89892
5,4,617.618945,250.0098,23.873958,891.502703
5,5,619.421054,237.6636,30.567796,887.65245
5,6,618.932689,258.6746,21.047129,898.654418
5,7,618.170568,251.7776,21.659996,891.608164
5,8,618.421695,273.234,22.23842,913.894115
5,9,618.780301,241.6258,21.547042,881.953143
5,10,618.021162,251.4933,23.707943,893.222405
5,11,618.444491,254.7906,21.430724,894.665815
5,12,618.209994,250.7262,23.698144,892.634338
5,13,618.130364,246.0253,23.984836,888.1405
5,14,659.674911,237.7332,21.496724,918.904835
5,15,617.816461,238.0644,21.607779,877.48864
5,16,617.755702,249.8905,31.797299,899.443501
5,17,618.972096,242.7457,31.982103,893.699899
5,18,617.981792,242.8237,23.007408,883.8129
5,19,619.107002,243.0046,21.693559,883.805161
5,20,618.538897,246.6824,33.961133,899.18243
5,21,618.769043,234.692,24.264131,877.725174
5,22,618.444435,247.6003,21.60516,887.649895
5,23,618.445509,238.6786,21.292465,878.416574
5,24,617.978311,244.4161,23.997683,886.392094
5,25,618.783023,236.762,23.292285,878.837308
5,26,618.672821,236.3793,22.261983,877.314104
5,27,617.596945,238.6568,24.063566,880.317311
5,28,618.141216,245.3452,24.221052,887.707468
5,29,618.344585,240.8099,24.060423,883.214908
5,30,617.397687,243.5379,22.543558,883.479145
5,31,619.628866,236.7516,21.535928,877.916394
5,32,619.527385,237.7922,32.110881,889.430466
5,33,618.849653,232.4952,23.284171,874.629024
5,34,618.264993,253.4262,67.661373,939.352566
5,35,618.474361,234.8306,23.007748,876.312709
5,36,618.162476,237.4795,31.166502,886.808478
5,37,658.109892,234.2644,21.347806,913.722098
5,38,618.70608,247.5868,21.914563,888.207443
5,39,618.807412,243.8044,22.990364,885.602176
5,40,618.98267,242.6422,38.992285,900.617155
5,41,619.191501,236.4937,23.213701,878.898902
5,42,618.8773,240.792,23.83053,883.49983
5,43,618.329936,233.275,24.086316,875.691252
5,44,617.986552,242.7821,23.843629,884.612281
5,45,618.281085,254.8697,24.05863,897.209415
5,46,618.241604,240.2111,30.942523,889.395227
5,47,618.134883,234.3362,23.026283,875.497366
5,48,658.609479,242.3525,21.057692,922.019671
5,49,618.462713,271.3563,38.5844,928.403413
5,50,618.349529,245.4373,30.109865,893.896694
5,51,619.247,234.0559,24.54768,877.85058
5,52,618.525397,236.8715,23.72439,879.121287
5,53,618.157717,240.1059,23.48653,881.750147
5,54,659.049196,235.5721,23.416864,918.03816
5,55,618.607822,236.2384,21.513504,876.359726
5,56,617.337818,242.2245,29.274933,888.837251
5,57,618.683524,240.0033,23.672592,882.359416
5,58,618.583804,241.0534,29.960372,889.597576
5,59,617.961404,233.5854,22.013289,873.560093
5,60,663.438275,238.9287,31.383117,933.750092
5,61,619.146982,233.2501,22.046666,874.443748
5,62,617.842275,237.9109,20.652717,876.405892
5,63,620.074583,235.0171,22.695009,877.786692
5,64,618.974095,246.052,21.089835,886.11593
5,65,621.030442,232.9599,24.54747,878.537812
5,66,678.113868,236.3006,21.73793,936.152398
5,67,618.214863,234.1371,34.445422,886.797385
5,68,619.308092,256.0267,21.447554,896.782346
5,69,618.45186,237.8781,23.107361,879.437321
5,70,618.298844,241.939,23.380614,883.618458
5,71,626.953913,238.5035,31.082399,896.539812
5,72,675.781116,293.7136,33.112464,1002.60718
5,73,618.777246,267.9591,21.725348,908.461694
5,74,618.101013,238.009,30.790279,886.900292
5,75,617.831535,255.2767,21.554525,894.66276
5,76,619.828197,242.4911,22.2173,884.536597
5,77,654.087456,288.9654,21.697995,964.750851
5,78,617.821627,263.3113,21.455834,902.588761
5,79,618.972392,270.6483,22.135113,911.755805
5,80,617.897978,285.3999,21.308485,924.606363
5,81,618.458213,496.7377,44.767091,1159.963004
5,82,618.569545,318.216,24.034758,960.820303
